_seq	close	high	low	open	symbol	volume	datetime
718565	181.380	181.380	181.316	181.320	FB	6130	2019-08-22 12:42:00-04:00
721629	181.410	181.436	181.350	181.373	FB	4791	2019-08-22 12:43:00-04:00
725144	181.560	181.590	181.395	181.400	FB	16025	2019-08-22 12:44:00-04:00
728878	181.499	181.580	181.490	181.555	FB	8180	2019-08-22 12:45:00-04:00
732082	181.600	181.600	181.488	181.488	FB	7871	2019-08-22 12:46:00-04:00
735569	181.582	181.600	181.550	181.570	FB	12548	2019-08-22 12:47:00-04:00
739337	181.510	181.590	181.510	181.585	FB	7536	2019-08-22 12:48:00-04:00
742617	181.559	181.580	181.470	181.530	FB	12277	2019-08-22 12:49:00-04:00
745874	181.470	181.570	181.450	181.550	FB	4474	2019-08-22 12:50:00-04:00
748843	181.533	181.533	181.450	181.490	FB	11179	2019-08-22 12:51:00-04:00
752274	181.527	181.540	181.470	181.540	FB	4186	2019-08-22 12:52:00-04:00
755656	181.560	181.580	181.510	181.540	FB	7194	2019-08-22 12:53:00-04:00
758687	181.680	181.780	181.560	181.560	FB	64095	2019-08-22 12:54:00-04:00
763011	181.510	181.680	181.490	181.650	FB	16203	2019-08-22 12:55:00-04:00
766612	181.500	181.540	181.450	181.509	FB	28525	2019-08-22 12:56:00-04:00
769897	181.400	181.490	181.330	181.470	FB	24180	2019-08-22 12:57:00-04:00
772944	181.490	181.490	181.400	181.400	FB	6318	2019-08-22 12:58:00-04:00
776261	181.390	181.500	181.390	181.490	FB	7571	2019-08-22 12:59:00-04:00
780064	181.470	181.470	181.390	181.390	FB	5830	2019-08-22 13:00:00-04:00
783094	181.530	181.580	181.430	181.470	FB	5801	2019-08-22 13:01:00-04:00
786690	181.470	181.559	181.460	181.520	FB	3897	2019-08-22 13:02:00-04:00
790056	181.510	181.510	181.445	181.480	FB	4096	2019-08-22 13:03:00-04:00
793185	181.500	181.529	181.480	181.493	FB	4946	2019-08-22 13:04:00-04:00
796644	181.500	181.530	181.470	181.500	FB	7202	2019-08-22 13:05:00-04:00
800012	181.630	181.630	181.500	181.508	FB	10233	2019-08-22 13:06:00-04:00
803937	181.650	181.750	181.598	181.630	FB	41620	2019-08-22 13:07:00-04:00
807301	181.810	181.920	181.667	181.667	FB	54335	2019-08-22 13:08:00-04:00
811096	181.868	181.970	181.810	181.825	FB	51068	2019-08-22 13:09:00-04:00
814300	181.868	181.900	181.830	181.880	FB	9375	2019-08-22 13:10:00-04:00
817218	181.730	181.860	181.690	181.850	FB	17352	2019-08-22 13:11:00-04:00
820701	181.690	181.740	181.690	181.740	FB	6909	2019-08-22 13:12:00-04:00
824471	181.717	181.770	181.700	181.710	FB	13021	2019-08-22 13:13:00-04:00
827661	181.730	181.750	181.720	181.735	FB	4262	2019-08-22 13:14:00-04:00
831314	181.743	181.799	181.710	181.750	FB	12196	2019-08-22 13:15:00-04:00
834487	181.730	181.765	181.610	181.760	FB	9353	2019-08-22 13:16:00-04:00
838054	181.780	181.809	181.680	181.720	FB	8516	2019-08-22 13:17:00-04:00
841340	181.730	181.840	181.730	181.752	FB	19582	2019-08-22 13:18:00-04:00
844551	181.810	181.830	181.753	181.770	FB	8570	2019-08-22 13:19:00-04:00
848257	181.980	181.990	181.790	181.790	FB	39625	2019-08-22 13:20:00-04:00
852227	182.080	182.260	181.970	181.980	FB	43733	2019-08-22 13:21:00-04:00
856019	182.100	182.240	181.990	182.050	FB	22098	2019-08-22 13:22:00-04:00
859062	182.150	182.190	182.100	182.120	FB	11458	2019-08-22 13:23:00-04:00
862581	182.255	182.320	182.160	182.180	FB	26900	2019-08-22 13:24:00-04:00
866084	182.230	182.320	182.230	182.270	FB	10176	2019-08-22 13:25:00-04:00
869877	182.210	182.300	182.210	182.220	FB	15840	2019-08-22 13:26:00-04:00
873109	182.153	182.270	182.150	182.260	FB	10603	2019-08-22 13:27:00-04:00
876679	182.023	182.181	181.990	182.151	FB	46039	2019-08-22 13:28:00-04:00
880984	182.001	182.080	181.980	182.012	FB	12646	2019-08-22 13:29:00-04:00
883905	181.970	182.030	181.960	181.991	FB	10277	2019-08-22 13:30:00-04:00
887492	182.060	182.100	181.960	182.000	FB	11561	2019-08-22 13:31:00-04:00
891401	182.000	182.070	181.960	182.040	FB	18712	2019-08-22 13:32:00-04:00
895109	181.980	182.029	181.950	182.009	FB	6141	2019-08-22 13:33:00-04:00
898958	181.950	182.033	181.950	181.973	FB	9484	2019-08-22 13:34:00-04:00
902877	182.040	182.040	181.920	181.932	FB	12985	2019-08-22 13:35:00-04:00
906182	182.120	182.131	182.026	182.060	FB	8054	2019-08-22 13:36:00-04:00
910065	182.080	182.120	182.040	182.110	FB	7368	2019-08-22 13:37:00-04:00
913950	182.014	182.100	181.983	182.100	FB	9898	2019-08-22 13:38:00-04:00
916845	182.017	182.031	181.980	182.005	FB	8175	2019-08-22 13:39:00-04:00
920191	182.080	182.120	182.012	182.012	FB	5254	2019-08-22 13:40:00-04:00
923886	182.050	182.120	182.050	182.082	FB	2629	2019-08-22 13:41:00-04:00
927145	182.134	182.140	182.055	182.060	FB	7858	2019-08-22 13:42:00-04:00
930520	182.160	182.190	182.110	182.110	FB	6376	2019-08-22 13:43:00-04:00
933887	182.059	182.178	182.040	182.142	FB	10470	2019-08-22 13:44:00-04:00
937866	182.080	182.100	182.030	182.070	FB	7059	2019-08-22 13:45:00-04:00
940999	182.010	182.080	181.990	182.080	FB	8531	2019-08-22 13:46:00-04:00
944537	181.980	182.020	181.960	181.997	FB	5584	2019-08-22 13:47:00-04:00
947614	181.760	181.980	181.730	181.970	FB	31256	2019-08-22 13:48:00-04:00
951369	181.620	181.750	181.600	181.750	FB	46332	2019-08-22 13:49:00-04:00
955150	181.578	181.640	181.550	181.640	FB	17180	2019-08-22 13:50:00-04:00
958218	181.657	181.730	181.550	181.570	FB	19567	2019-08-22 13:51:00-04:00
961974	181.670	181.700	181.580	181.660	FB	12429	2019-08-22 13:52:00-04:00
965201	181.800	181.830	181.630	181.670	FB	12807	2019-08-22 13:53:00-04:00
968851	181.840	181.860	181.780	181.810	FB	5220	2019-08-22 13:54:00-04:00
972631	181.780	181.950	181.780	181.840	FB	11337	2019-08-22 13:55:00-04:00
976024	181.750	181.780	181.690	181.770	FB	3929	2019-08-22 13:56:00-04:00
979345	181.741	181.760	181.680	181.760	FB	4371	2019-08-22 13:57:00-04:00
982807	181.760	181.830	181.730	181.743	FB	7529	2019-08-22 13:58:00-04:00
986411	181.740	181.800	181.730	181.740	FB	4952	2019-08-22 13:59:00-04:00
990020	181.840	181.900	181.740	181.740	FB	7385	2019-08-22 14:00:00-04:00
993843	181.940	181.940	181.760	181.830	FB	9109	2019-08-22 14:01:00-04:00
997313	181.845	181.930	181.845	181.906	FB	7094	2019-08-22 14:02:00-04:00
1001006	181.803	181.860	181.740	181.830	FB	9976	2019-08-22 14:03:00-04:00
1004595	181.860	181.860	181.770	181.813	FB	9843	2019-08-22 14:04:00-04:00
1008161	181.852	181.860	181.820	181.840	FB	4984	2019-08-22 14:05:00-04:00
1012310	181.870	181.880	181.840	181.850	FB	9231	2019-08-22 14:06:00-04:00
1015875	181.820	181.900	181.780	181.880	FB	7419	2019-08-22 14:07:00-04:00
1019814	181.765	181.840	181.750	181.790	FB	7337	2019-08-22 14:08:00-04:00
1023527	181.706	181.790	181.681	181.760	FB	17858	2019-08-22 14:09:00-04:00
1027108	181.630	181.720	181.560	181.710	FB	16591	2019-08-22 14:10:00-04:00
1030918	181.609	181.661	181.570	181.605	FB	13387	2019-08-22 14:11:00-04:00
1034523	181.569	181.643	181.540	181.600	FB	18381	2019-08-22 14:12:00-04:00
1038323	181.580	181.590	181.490	181.550	FB	8548	2019-08-22 14:13:00-04:00
1042741	181.610	181.638	181.520	181.560	FB	12524	2019-08-22 14:14:00-04:00
1045677	181.700	181.710	181.590	181.619	FB	3928	2019-08-22 14:15:00-04:00
1049127	181.695	181.700	181.630	181.678	FB	4790	2019-08-22 14:16:00-04:00
1052942	181.650	181.700	181.630	181.700	FB	3391	2019-08-22 14:17:00-04:00
1057930	181.650	181.680	181.620	181.650	FB	12344	2019-08-22 14:18:00-04:00
1059817	181.510	181.660	181.500	181.651	FB	13800	2019-08-22 14:19:00-04:00
1063383	181.590	181.590	181.500	181.500	FB	7288	2019-08-22 14:20:00-04:00
1067823	181.490	181.590	181.470	181.568	FB	6503	2019-08-22 14:21:00-04:00
1072515	181.470	181.560	181.470	181.503	FB	7333	2019-08-22 14:22:00-04:00
1074890	181.473	181.500	181.460	181.470	FB	7942	2019-08-22 14:23:00-04:00
1078104	181.481	181.500	181.450	181.460	FB	4211	2019-08-22 14:24:00-04:00
1081966	181.470	181.500	181.440	181.490	FB	10162	2019-08-22 14:25:00-04:00
1085350	181.413	181.470	181.370	181.470	FB	12260	2019-08-22 14:26:00-04:00
1089235	181.450	181.480	181.400	181.410	FB	23091	2019-08-22 14:27:00-04:00
1093480	181.360	181.430	181.290	181.430	FB	18288	2019-08-22 14:28:00-04:00
1096737	181.280	181.390	181.230	181.350	FB	11507	2019-08-22 14:29:00-04:00
1100924	181.349	181.390	181.290	181.305	FB	8453	2019-08-22 14:30:00-04:00
1104874	181.400	181.440	181.350	181.365	FB	5058	2019-08-22 14:31:00-04:00
1108426	181.440	181.440	181.350	181.400	FB	8495	2019-08-22 14:32:00-04:00
1112036	181.360	181.450	181.350	181.450	FB	5124	2019-08-22 14:33:00-04:00
1115699	181.360	181.420	181.340	181.367	FB	7204	2019-08-22 14:34:00-04:00
1119271	181.370	181.400	181.370	181.370	FB	5815	2019-08-22 14:35:00-04:00
1122752	181.345	181.399	181.320	181.385	FB	6488	2019-08-22 14:36:00-04:00
1126138	181.460	181.460	181.334	181.337	FB	12183	2019-08-22 14:37:00-04:00
1129825	181.560	181.560	181.470	181.475	FB	24515	2019-08-22 14:38:00-04:00
1133345	181.620	181.690	181.530	181.560	FB	10509	2019-08-22 14:39:00-04:00
1136972	181.560	181.640	181.550	181.620	FB	6390	2019-08-22 14:40:00-04:00
1141205	181.570	181.570	181.520	181.570	FB	10413	2019-08-22 14:41:00-04:00
1144095	181.680	181.680	181.580	181.600	FB	4702	2019-08-22 14:42:00-04:00
1147706	181.826	181.840	181.640	181.680	FB	14781	2019-08-22 14:43:00-04:00
1152049	181.830	181.870	181.750	181.820	FB	10209	2019-08-22 14:44:00-04:00
1155795	181.980	182.000	181.828	181.828	FB	27800	2019-08-22 14:45:00-04:00
1159630	182.020	182.090	181.910	181.980	FB	20508	2019-08-22 14:46:00-04:00
1163462	181.970	182.033	181.924	182.000	FB	6007	2019-08-22 14:47:00-04:00
1168383	182.080	182.190	181.980	181.990	FB	39600	2019-08-22 14:48:00-04:00
1170352	181.970	182.110	181.930	182.096	FB	18014	2019-08-22 14:49:00-04:00
1174195	181.950	182.044	181.950	181.970	FB	16388	2019-08-22 14:50:00-04:00
1177770	182.090	182.105	181.930	181.970	FB	15459	2019-08-22 14:51:00-04:00
1181229	182.109	182.140	181.970	182.080	FB	17337	2019-08-22 14:52:00-04:00
1185394	182.130	182.140	182.080	182.080	FB	7122	2019-08-22 14:53:00-04:00
1188563	182.077	182.140	182.060	182.140	FB	4463	2019-08-22 14:54:00-04:00
1192385	182.000	182.090	181.950	182.070	FB	7691	2019-08-22 14:55:00-04:00
1196085	182.050	182.080	181.980	182.020	FB	7032	2019-08-22 14:56:00-04:00
1200278	182.150	182.160	182.000	182.043	FB	26573	2019-08-22 14:57:00-04:00
1203961	182.217	182.280	182.130	182.130	FB	21762	2019-08-22 14:58:00-04:00
1207388	182.180	182.227	182.160	182.210	FB	6847	2019-08-22 14:59:00-04:00
1211905	182.080	182.220	182.080	182.180	FB	11884	2019-08-22 15:00:00-04:00
1215512	182.055	182.090	182.000	182.080	FB	9778	2019-08-22 15:01:00-04:00
1218898	182.050	182.068	181.990	182.050	FB	7186	2019-08-22 15:02:00-04:00
1222654	182.020	182.100	182.020	182.040	FB	11105	2019-08-22 15:03:00-04:00
1226388	181.990	182.020	181.970	182.020	FB	12018	2019-08-22 15:04:00-04:00
1230369	181.900	182.010	181.890	181.970	FB	8270	2019-08-22 15:05:00-04:00
1234580	181.940	181.960	181.870	181.906	FB	13164	2019-08-22 15:06:00-04:00
1237822	181.890	182.010	181.890	181.940	FB	15023	2019-08-22 15:07:00-04:00
1241917	181.980	181.980	181.900	181.903	FB	9412	2019-08-22 15:08:00-04:00
1245786	181.902	182.000	181.890	181.980	FB	10551	2019-08-22 15:09:00-04:00
1249710	181.835	181.960	181.810	181.893	FB	13252	2019-08-22 15:10:00-04:00
1253465	181.705	181.880	181.700	181.870	FB	24814	2019-08-22 15:11:00-04:00
1257993	181.700	181.790	181.700	181.700	FB	12710	2019-08-22 15:12:00-04:00
1262105	181.818	181.850	181.700	181.700	FB	23926	2019-08-22 15:13:00-04:00
1265306	181.813	181.825	181.760	181.800	FB	11972	2019-08-22 15:14:00-04:00
1269050	181.789	181.860	181.770	181.810	FB	20846	2019-08-22 15:15:00-04:00
1273166	181.750	181.800	181.720	181.785	FB	11400	2019-08-22 15:16:00-04:00
1277162	181.700	181.820	181.670	181.760	FB	22027	2019-08-22 15:17:00-04:00
1281368	181.728	181.780	181.670	181.700	FB	8680	2019-08-22 15:18:00-04:00
1285200	181.760	181.830	181.710	181.740	FB	10932	2019-08-22 15:19:00-04:00
1289444	181.838	181.838	181.730	181.777	FB	9842	2019-08-22 15:20:00-04:00
1293177	181.880	181.890	181.760	181.830	FB	9776	2019-08-22 15:21:00-04:00
1297708	181.825	181.890	181.790	181.880	FB	16628	2019-08-22 15:22:00-04:00
1301266	181.928	181.930	181.830	181.840	FB	36541	2019-08-22 15:23:00-04:00
1304975	181.940	181.980	181.905	181.925	FB	24745	2019-08-22 15:24:00-04:00
1309094	182.104	182.170	181.930	181.935	FB	56398	2019-08-22 15:25:00-04:00
1312986	182.120	182.140	182.060	182.090	FB	13004	2019-08-22 15:26:00-04:00
1317078	182.052	182.160	182.040	182.128	FB	14012	2019-08-22 15:27:00-04:00
1321623	182.080	182.130	182.040	182.070	FB	17311	2019-08-22 15:28:00-04:00
1325197	182.090	182.135	182.040	182.092	FB	17461	2019-08-22 15:29:00-04:00
1329215	182.150	182.180	182.080	182.080	FB	12978	2019-08-22 15:30:00-04:00
1332928	182.240	182.280	182.110	182.150	FB	30053	2019-08-22 15:31:00-04:00
1337013	182.200	182.270	182.131	182.255	FB	10783	2019-08-22 15:32:00-04:00
1342154	182.220	182.270	182.170	182.190	FB	11856	2019-08-22 15:33:00-04:00
1345443	182.160	182.264	182.150	182.220	FB	14622	2019-08-22 15:34:00-04:00
1350055	182.199	182.230	182.130	182.160	FB	13979	2019-08-22 15:35:00-04:00
1353943	182.195	182.200	182.160	182.190	FB	10488	2019-08-22 15:36:00-04:00
1358605	182.350	182.370	182.180	182.190	FB	26151	2019-08-22 15:37:00-04:00
1362641	182.310	182.370	182.280	182.342	FB	10734	2019-08-22 15:38:00-04:00
1367176	182.264	182.340	182.250	182.320	FB	14734	2019-08-22 15:39:00-04:00
1371571	182.360	182.390	182.250	182.270	FB	18157	2019-08-22 15:40:00-04:00
1375674	182.360	182.430	182.320	182.350	FB	13085	2019-08-22 15:41:00-04:00
1380560	182.380	182.410	182.350	182.360	FB	13427	2019-08-22 15:42:00-04:00
1384490	182.365	182.390	182.330	182.381	FB	12134	2019-08-22 15:43:00-04:00
1389267	182.400	182.440	182.350	182.360	FB	28490	2019-08-22 15:44:00-04:00
1393510	182.320	182.430	182.300	182.420	FB	16171	2019-08-22 15:45:00-04:00
1398165	182.259	182.320	182.237	182.310	FB	12986	2019-08-22 15:46:00-04:00
1402194	182.330	182.330	182.240	182.251	FB	16849	2019-08-22 15:47:00-04:00
1407323	182.345	182.350	182.260	182.330	FB	17720	2019-08-22 15:48:00-04:00
1411282	182.473	182.490	182.345	182.350	FB	30560	2019-08-22 15:49:00-04:00
1416992	182.590	182.600	182.470	182.470	FB	71903	2019-08-22 15:50:00-04:00
1421647	182.620	182.620	182.560	182.593	FB	19835	2019-08-22 15:51:00-04:00
1425994	182.640	182.680	182.595	182.620	FB	35071	2019-08-22 15:52:00-04:00
1431060	182.700	182.740	182.640	182.640	FB	35246	2019-08-22 15:53:00-04:00
1436734	182.745	182.770	182.680	182.690	FB	38874	2019-08-22 15:54:00-04:00
1441706	182.500	182.730	182.170	182.730	FB	103493	2019-08-22 15:55:00-04:00
1445968	182.264	182.510	182.210	182.490	FB	94131	2019-08-22 15:56:00-04:00
1451972	182.110	182.290	182.050	182.270	FB	74338	2019-08-22 15:57:00-04:00
1456157	182.060	182.130	182.020	182.120	FB	95920	2019-08-22 15:58:00-04:00
1462551	182.040	182.120	181.950	182.060	FB	186315	2019-08-22 15:59:00-04:00
1468016	182.050	182.050	182.040	182.040	FB	716930	2019-08-22 16:00:00-04:00
Schedule a Demo with CloudQuant
Start Building your algo trading strategy now
NEWSLETTERS
Subscribe
* indicates required
Email Address *
First Name *
Last Name *
Company
Phone Number
Newsletter Preferences
AI & Machine Learning (Weekly)
Alternative Data (Weekly)
Marketing Permissions
Please select all the ways you would like to hear from CloudQuant:


Email
You can unsubscribe at any time by clicking the link in the footer of our emails. For information about our privacy practices, please visit our website.

We use Mailchimp as our marketing platform. By clicking below to subscribe, you acknowledge that your information will be transferred to Mailchimp for processing. Learn more about Mailchimp's privacy practices here.

CLICKABLE TOPICS & TAGS FOR CROWD RESEARCHERS
AIAlgoDeveloperAllocationAlternative DataBacktestingBig DataBrokerageBuy SideCandlesticksCareerCrowdsourcingData ScienceData SetsEventFIAFINTECHFuturesHedge FundsIntellectual PropertyJupyterLab and Jupyter NotebooksMachine LearningPaid for AlgosPythonPython TradingQuantamentalQuantitative FinanceQuantitative TradingRSISciKit-LearnSell SideSocial SentimentSTEM WomenTA-LibTechnical AnalysisTensorFlowTraderTrading Strategy
The thoughts and opinions on this site do not represent investment recommendations by CloudQuant or our clients. Securities, charts, illustrations and other information contained herein are provided to assist crowd researchers in their efforts to develop algorithmic trading strategies for backtesting on CloudQuant.
User Agreement
Privacy Policy
Disclaimer. You should read this.

Â© Copyright - CloudQuant, LLC. All rights reserved.
